__id;Geo Point;Geo Shape;gml_id;objectid;id_voie;nom_voie;code_insee;nom_commune;type;nom;domaine;surface;nb_pl;categorie;payant;handicape;commentaire;projet_final;tranche_icu;potentiel_photovoltaique;audiar_score_simple;planification
952;47.98009639407693, -1.73202502239984;"{""coordinates"": [[-1.73202502239984, 47.98009639407693]], ""type"": ""MultiPoint""}";v_parking.1067;1067;8148;Rue de la Halte;35139;Laillé;Parking de covoiturage;Lieu-dit le Landret / rue de la Halte;Public intercommunal;970;18;Moins de 50 places;Non;Non;Absence de marquage horizontal;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
953;47.98115724022827, -1.7195961290701607;"{""coordinates"": [[-1.719596129070161, 47.98115724022827]], ""type"": ""MultiPoint""}";v_parking.1068;1068;8165;Rue du Parc;35139;Laillé;Parking usuel;Rue du Parc;Public intercommunal;1170;37;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;5;Non renseigné
954;48.10710414446583, -1.477594599642813;"{""coordinates"": [[-1.477594599642813, 48.10710414446583]], ""type"": ""MultiPoint""}";v_parking.1072;1072;8230;Placis de la Janaie;35039;Brécé;Parking usuel;Placis de la Janaie;Public intercommunal;145;11;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
956;48.04159027248837, -1.7083332777750142;"{""coordinates"": [[-1.708333277775014, 48.04159027248837]], ""type"": ""MultiPoint""}";v_parking.1119;1119;1882;Rue du Roussillon;35066;Chartres-de-Bretagne;Parking usuel;Rue du Roussillon;Public intercommunal;725;24;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
957;48.04129557041659, -1.6970572382635414;"{""coordinates"": [[-1.697057238263541, 48.04129557041659]], ""type"": ""MultiPoint""}";v_parking.1120;1120;1736;Rue Antoine Chatel;35066;Chartres-de-Bretagne;Parking usuel;Rue Antoine Chatel;Public intercommunal;940;34;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
958;47.99830901339827, -1.6650474405988596;"{""coordinates"": [[-1.66504744059886, 47.99830901339827]], ""type"": ""MultiPoint""}";v_parking.1124;1124;18483;Rue des Jardins;35208;Orgères;Parking usuel;Rue des Jardins;Public intercommunal;970;24;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
959;48.05317945054427, -1.7910609694250774;"{""coordinates"": [[-1.791060969425077, 48.05317945054427]], ""type"": ""MultiPoint""}";v_parking.1131;1131;2857;Rue du Champ Fleuri;35076;Chavagne;Parking usuel;Rue du Champ Fleuri n°2 - Ophéa;Public intercommunal;315;11;Moins de 50 places;Non;Non;;Dérogation gisement foncier;Non renseigné;Inférieur à 36 kWc;3;Non renseigné
960;48.12556628863746, -1.819150231415409;"{""coordinates"": [[-1.819150231415409, 48.12556628863746]], ""type"": ""MultiPoint""}";v_parking.1134;1134;3158;Rue du Lavoir;35131;l'Hermitage;Parking usuel;Rue du Lavoir - Commanderie;Public intercommunal;845;30;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;Non renseigné
961;48.07905651746309, -1.833220465351723;"{""coordinates"": [[-1.833220465351723, 48.07905651746309]], ""type"": ""MultiPoint""}";v_parking.1137;1137;3329;Rue de Rennes;35196;Mordelles;Parking usuel;cimetierre;Public intercommunal;2080;56;De 50 à 100 places;Non;Non;Absence de marquage horizontal;Dérogation économique (score < 5);Non renseigné;Ensoleillement insuffisant;0;Non renseigné
962;48.116654971811556, -1.7509229114114593;"{""coordinates"": [[-1.750922911411459, 48.116654971811556]], ""type"": ""MultiPoint""}";v_parking.1147;1147;5510;Rue des Capucines;35353;Vezin-le-Coquet;Parking usuel;Rue des Capucines;Public intercommunal;250;11;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
963;48.118674621853735, -1.599607383990137;"{""coordinates"": [[-1.599607383990137, 48.118674621853735]], ""type"": ""MultiPoint""}";v_parking.1163;1163;7216;Boulevard de Dézerseul;35051;Cesson-Sévigné;Parking usuel;COSEC;Public intercommunal;880;25;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;Non renseigné
964;48.11099223025327, -1.6175751037604602;"{""coordinates"": [[-1.61757510376046, 48.11099223025327]], ""type"": ""MultiPoint""}";v_parking.1187;1187;7506;Rue de la Doenna;35051;Cesson-Sévigné;Parking usuel;Rue de la Doenna (Vilaine);Public intercommunal;785;30;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Inférieur à 3°;De 36 à 100 kWc;6;Non renseigné
965;48.18177974754156, -1.6440204393039177;"{""coordinates"": [[-1.644020439303918, 48.18177974754156]], ""type"": ""MultiPoint""}";v_parking.1190;1190;5986;Rue du Vau Chalet;35024;Betton;Parking usuel;Rue du Vau Chalet;Public intercommunal;325;12;Moins de 50 places;Non;Oui;;Dérogation gisement foncier;Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
966;48.10135005570841, -1.7968867373897686;"{""coordinates"": [[-1.796886737389769, 48.10135005570841]], ""type"": ""MultiPoint""}";v_parking.1219;1219;3701;Rue des Ajoncs Fleuris;35240;le Rheu;Parking usuel;Rue les Ajoncs Fleuris;Public intercommunal;340;16;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 4°;Inférieur à 36 kWc;4;Non renseigné
967;48.089709184012506, -1.6233538648717099;"{""coordinates"": [[-1.62335386487171, 48.089709184012506]], ""type"": ""MultiPoint""}";v_parking.2039;2039;210;Rue des Loges;35055;Chantepie;Parking usuel;face n°10;Public intercommunal;260;9;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
968;48.07136378438913, -1.9323240133911097;"{""coordinates"": [[-1.93232401339111, 48.07136378438913]], ""type"": ""MultiPoint""}";v_parking.2041;2041;3868;Clos du Pressoir;35351;le Verger;Parking usuel;Route de Talensac angle;Public intercommunal;330;16;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
969;48.182355857865716, -1.644786590622269;"{""coordinates"": [[-1.644786590622269, 48.182355857865716]], ""type"": ""MultiPoint""}";v_parking.2045;2045;5874;Allée de la Cour Verte;35024;Betton;Parking usuel;derrière le n°7 rue de la Vigne;Public intercommunal;270;9;Moins de 50 places;Non;Oui;;Dérogation gisement foncier;Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
970;47.983424195204414, -1.5849965666345993;"{""coordinates"": [[-1.584996566634599, 47.983424195204414]], ""type"": ""MultiPoint""}";v_parking.2049;2049;392;Rue de la République;35088;Corps-Nuds;Parking usuel;face n°14;Public intercommunal;715;28;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
972;47.979281539889726, -1.7163135576599264;"{""coordinates"": [[-1.716313557659926, 47.979281539889726]], ""type"": ""MultiPoint""}";v_parking.2461;2461;8166;Rue du Pâtis;35139;Laillé;Parking usuel;Pâtis2;Public intercommunal;320;16;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
973;47.97936262917965, -1.7156484203079914;"{""coordinates"": [[-1.715648420307991, 47.97936262917965]], ""type"": ""MultiPoint""}";v_parking.2464;2464;8166;Rue du Pâtis;35139;Laillé;Parking usuel;Pâtis5;Public intercommunal;265;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
974;47.97916952910466, -1.7156979318424146;"{""coordinates"": [[-1.715697931842415, 47.97916952910466]], ""type"": ""MultiPoint""}";v_parking.2465;2465;8166;Rue du Pâtis;35139;Laillé;Parking usuel;Pâtis6;Public intercommunal;265;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
975;48.148944002169934, -1.7733289714189693;"{""coordinates"": [[-1.773328971418969, 48.148944002169934]], ""type"": ""MultiPoint""}";v_parking.2468;2468;4950;Place du Général de Gaulle;35210;Pacé;Parking usuel;face CC;Public intercommunal;1200;38;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 4°;Inférieur à 36 kWc;3;Non renseigné
976;48.02927698821531, -1.7579962545636836;"{""coordinates"": [[-1.757996254563684, 48.02927698821531]], ""type"": ""MultiPoint""}";v_parking.2482;2482;1516;Place du Vert Buisson;35047;Bruz;Parking usuel;Place du Vert Buisson;Public intercommunal;790;20;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;5;Non renseigné
978;48.2939229340679, -1.9473332397169332;"{""coordinates"": [[-1.947333239716933, 48.2939229340679]], ""type"": ""MultiPoint""}";v_parking.2875;2875;19470;les Hauts Lieux;35022;Bécherel;Parking usuel;les Haux Lieux;Public intercommunal;530;17;Moins de 50 places;Non;Oui;Absence de marquage horizontal;Dérogation enjeu biodiversité;Non renseigné;Ensoleillement insuffisant;0;Non renseigné
979;48.15023541250196, -1.6539825027392319;"{""coordinates"": [[-1.653982502739232, 48.15023541250196]], ""type"": ""MultiPoint""}";v_parking.2877;2877;8229;Rue des Sources;35278;Saint-Grégoire;Parking usuel;face n°2;Public intercommunal;1220;50;De 50 à 100 places;Non;Oui;;Dérogation enjeu biodiversité;Inférieur à 1°;De 36 à 100 kWc;6;Non renseigné
980;48.087732881243795, -1.6172092132498204;"{""coordinates"": [[-1.61720921324982, 48.087732881243795]], ""type"": ""MultiPoint""}";v_parking.3687;3687;129;Avenue André Bonnin;35055;Chantepie;Parking usuel;n° 80;Public intercommunal;110;10;Moins de 50 places;Non;Non;;Dérogation gisement foncier;Inférieur à 4°;Non renseigné;;Non renseigné
981;48.12154682739586, -1.860141242702062;"{""coordinates"": [[-1.860141242702062, 48.12154682739586]], ""type"": ""MultiPoint""}";v_parking.3718;3718;2830;Allée du Talweg;35065;la Chapelle-Thouarault;Parking usuel;n°4;Public intercommunal;360;18;Moins de 50 places;Non;Oui;Absence de marquage horizontal;Dérogation enjeu biodiversité;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
982;48.06853203305164, -1.9339674538784126;"{""coordinates"": [[-1.933967453878413, 48.06853203305164]], ""type"": ""MultiPoint""}";v_parking.3733;3733;3875;Rue des Genêts;35351;le Verger;Parking usuel;face n°1;Public intercommunal;330;15;Moins de 50 places;Non;Non;Absence de marquage horizontal;Dérogation économique (score < 5);Non renseigné;Non renseigné;;Non renseigné
983;48.02835276411704, -1.7335770977554097;"{""coordinates"": [[-1.73357709775541, 48.02835276411704]], ""type"": ""MultiPoint""}";v_parking.3734;3734;1424;Rue des Genêts;35047;Bruz;Parking usuel;n°84;Public intercommunal;180;7;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Non renseigné;;Non renseigné
985;48.22215014491276, -1.7933187197850258;"{""coordinates"": [[-1.793318719785026, 48.22215014491276]], ""type"": ""MultiPoint""}";v_parking.3771;3771;4489;Allée des Pruniers;35120;Gévezé;Parking usuel;;Public intercommunal;140;5;Moins de 50 places;Non;Oui;derrière n°3;Dérogation économique (score < 5);Non renseigné;Non renseigné;;Non renseigné
986;48.02167229534885, -1.6552232649591216;"{""coordinates"": [[-1.655223264959122, 48.02167229534885]], ""type"": ""MultiPoint""}";v_parking.3792;3792;718;Avenue de la Mare Guesclin;35266;Saint-Erblon;Parking usuel;Mare Guesclin 2;Public intercommunal;450;22;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
987;48.17618345031825, -1.6660543359484792;"{""coordinates"": [[-1.666054335948479, 48.17618345031825]], ""type"": ""MultiPoint""}";v_parking.3799;3799;6064;la Chaperonnais;35024;Betton;Parking usuel;la Chaperonnais;Public intercommunal;610;29;Moins de 50 places;Non;Oui;;Dérogation enjeu biodiversité;Inférieur à 2°;De 36 à 100 kWc;5;Non renseigné
988;48.15067916534145, -1.5774038634467253;"{""coordinates"": [[-1.577403863446725, 48.15067916534145]], ""type"": ""MultiPoint""}";v_parking.3802;3802;24338;Inconnu Mode doux non dénommé;35334;Thorigné-Fouillard;Parking usuel;;Public intercommunal;375;18;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
989;48.09605935537622, -1.6548979477327899;"{""coordinates"": [[-1.65489794773279, 48.09605935537622]], ""type"": ""MultiPoint""}";v_parking.3812;3812;8543;Rue Albert Thomas;35238;Rennes;Parking usuel;Rue Albert Thomas;Public intercommunal;423;6;Moins de 50 places;Non;Non;DP;Dérogation économique (score < 5);Inférieur à 5°;Ensoleillement insuffisant;0;Non renseigné
990;48.103302907519236, -1.6385500390368013;"{""coordinates"": [[-1.638550039036801, 48.103302907519236]], ""type"": ""MultiPoint""}";v_parking.3814;3814;9821;Rue Jean Le Rond d'Alembert;35238;Rennes;Parking usuel;Rue Jean Le Rond d'Alembert;Public intercommunal;263;8;Moins de 50 places;Non;Oui;DP;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
991;48.21104819559045, -1.625261001313674;"{""coordinates"": [[-1.625261001313674, 48.21104819559045]], ""type"": ""MultiPoint""}";v_parking.3817;3817;6232;Rue Monte-en-Haut;35079;Chevaigné;Parking usuel;;Public intercommunal;200;8;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
992;48.029543010608265, -1.754139646898695;"{""coordinates"": [[-1.754139646898695, 48.029543010608265]], ""type"": ""MultiPoint""}";v_parking.3826;3826;18134;Rue d'Iroise;35047;Bruz;Parking usuel;;Public intercommunal;700;26;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
993;48.086177866488526, -1.6594973180899453;"{""coordinates"": [[-1.659497318089945, 48.086177866488526]], ""type"": ""MultiPoint""}";v_parking.3840;3840;9585;Square de Nimègue;35238;Rennes;Parking usuel;Pole associatif du Blosne;Public intercommunal;600;20;Moins de 50 places;Non;Non;Non cadastré_Pas de signalisaton horizontale;Dérogation enjeu biodiversité;Inférieur à 4°;Non renseigné;;Non renseigné
995;48.132400950134155, -1.6766163692205869;"{""coordinates"": [[-1.676616369220587, 48.132400950134155]], ""type"": ""MultiPoint""}";v_parking.3857;3857;9457;Allée de Penmarch;35238;Rennes;Parking usuel;allée de Penmarch;Public intercommunal;394;20;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
996;48.13910943195864, -1.6388352504050085;"{""coordinates"": [[-1.638835250405009, 48.13910943195864]], ""type"": ""MultiPoint""}";v_parking.3864;3864;10259;Jardins familiaux des Gayeulles;35238;Rennes;Parking usuel;jardins familiaux;Public intercommunal;1670;62;De 50 à 100 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 1°;Inférieur à 36 kWc;4;Non renseigné
999;48.109443914383924, -1.6974284598914924;"{""coordinates"": [[-1.697428459891492, 48.109443914383924]], ""type"": ""MultiPoint""}";v_parking.3882;3882;9879;Rue du Pré de Bris;35238;Rennes;Parking usuel;Ppré du Bris;Public intercommunal;248;9;Moins de 50 places;Non;Oui;;Dérogation contrainte d'urbanisme;Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
1001;48.11060976490026, -1.7125660220263799;"{""coordinates"": [[-1.71256602202638, 48.11060976490026]], ""type"": ""MultiPoint""}";v_parking.3888;3888;9945;Square Robert Baden-Powell;35238;Rennes;Parking usuel;Robert Baden-powell;Public intercommunal;158;6;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
1003;48.08578866577231, -1.6796937784634347;"{""coordinates"": [[-1.679693778463435, 48.08578866577231]], ""type"": ""MultiPoint""}";v_parking.3907;3907;9612;Allée du Groënland;35238;Rennes;Parking usuel;Allée du Groënland;Public intercommunal;245;9;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
1005;48.086326588818004, -1.6534819765617141;"{""coordinates"": [[-1.653481976561714, 48.086326588818004]], ""type"": ""MultiPoint""}";v_parking.3920;3920;9540;Rue de Roumanie;35238;Rennes;Parking usuel;;Public intercommunal;800;35;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 5°;Ensoleillement insuffisant;0;Non renseigné
1006;48.124547048053024, -1.8086254529925059;"{""coordinates"": [[-1.808625452992506, 48.124547048053024]], ""type"": ""MultiPoint""}";v_parking.3925;3925;3183;Allée de la Source;35131;l'Hermitage;Parking usuel;Allée de la Source 3;Public intercommunal;285;12;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1010;47.99467319077027, -1.6219058759922007;"{""coordinates"": [[-1.621905875992201, 47.99467319077027]], ""type"": ""MultiPoint""}";v_parking.3952;3952;22825;Allée de Belle Ile;35032;Bourgbarré;Parking usuel;Allée de Belle Ile;Public intercommunal;121;9;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1011;47.99199238707994, -1.6101652729484581;"{""coordinates"": [[-1.610165272948458, 47.99199238707994]], ""type"": ""MultiPoint""}";v_parking.3956;3956;23711;Impasse des Hirondelles;35032;Bourgbarré;Parking usuel;;Public intercommunal;300;13;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1017;48.024774304872935, -1.7572850255634462;"{""coordinates"": [[-1.757285025563446, 48.024774304872935]], ""type"": ""MultiPoint""}";v_parking.3973;3973;1449;Avenue Joseph Jan;35047;Bruz;Parking usuel;;Public intercommunal;630;23;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1018;48.0247124625663, -1.7588009829426312;"{""coordinates"": [[-1.758800982942631, 48.0247124625663]], ""type"": ""MultiPoint""}";v_parking.3975;3975;1449;Avenue Joseph Jan;35047;Bruz;Parking usuel;;Public intercommunal;640;30;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;7;Non renseigné
1022;48.061848190328334, -1.6015567235383728;"{""coordinates"": [[-1.601556723538373, 48.061848190328334]], ""type"": ""MultiPoint""}";v_parking.4015;4015;1017;le Plessis;35352;Vern-sur-Seiche;Parking usuel;;Public intercommunal;320;16;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 2°;Inférieur à 36 kWc;4;Non renseigné
1023;48.06166506765748, -1.6015503470177617;"{""coordinates"": [[-1.601550347017762, 48.06166506765748]], ""type"": ""MultiPoint""}";v_parking.4019;4019;1017;le Plessis;35352;Vern-sur-Seiche;Parking usuel;;Public intercommunal;280;14;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 2°;Inférieur à 36 kWc;4;Non renseigné
1024;48.02867791124462, -1.756514228850797;"{""coordinates"": [[-1.756514228850797, 48.02867791124462]], ""type"": ""MultiPoint""}";v_parking.4020;4020;1443;Square de l'Ile de Groix;35047;Bruz;Parking usuel;;Public intercommunal;550;23;Moins de 50 places;Non;Oui;;Non renseigné;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1026;48.02655431016096, -1.7329296449606642;"{""coordinates"": [[-1.732929644960664, 48.02655431016096]], ""type"": ""MultiPoint""}";v_parking.4039;4039;1424;Rue des Genêts;35047;Bruz;Parking usuel;;Public intercommunal;380;13;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
1027;48.02908027462492, -1.7317234508226365;"{""coordinates"": [[-1.731723450822636, 48.02908027462492]], ""type"": ""MultiPoint""}";v_parking.4047;4047;1424;Rue des Genêts;35047;Bruz;Parking usuel;;Public intercommunal;200;8;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Ensoleillement insuffisant;0;Non renseigné
1037;48.06815293266264, -1.7495343276875106;"{""coordinates"": [[-1.749534327687511, 48.06815293266264]], ""type"": ""MultiPoint""}";v_parking.4117;4117;8420;le Temple du Cerisier;35281;Saint-Jacques-de-la-Lande;Parking usuel;;Public intercommunal;4055;125;De 100 à 250 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 2°;De 100 à 300 kWc;8;Non renseigné
1060;48.07467689062886, -1.8416084892535733;"{""coordinates"": [[-1.841608489253573, 48.07467689062886]], ""type"": ""MultiPoint""}";v_parking.4239;4239;18801;Résidence des Lilas;35196;Mordelles;Parking usuel;;Public intercommunal;1640;44;Moins de 50 places;Non;Non;;Dérogation gisement foncier;Non renseigné;Ensoleillement insuffisant;0;Non renseigné
1061;48.074364771063195, -1.8450084766370312;"{""coordinates"": [[-1.845008476637031, 48.074364771063195]], ""type"": ""MultiPoint""}";v_parking.4241;4241;3306;Avenue du Maréchal Leclerc;35196;Mordelles;Parking usuel;;Public intercommunal;190;9;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
1062;48.07363155928996, -1.8512480606035684;"{""coordinates"": [[-1.851248060603568, 48.07363155928996]], ""type"": ""MultiPoint""}";v_parking.4243;4243;3295;Rue Jeanne d'Arc;35196;Mordelles;Parking usuel;;Public intercommunal;995;21;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1063;48.07435744945239, -1.8531800546571282;"{""coordinates"": [[-1.853180054657128, 48.07435744945239]], ""type"": ""MultiPoint""}";v_parking.4244;4244;3279;Avenue du Général de Gaulle;35196;Mordelles;Parking usuel;;Public intercommunal;165;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
1065;48.0757573613005, -1.8530528077151824;"{""coordinates"": [[-1.853052807715182, 48.0757573613005]], ""type"": ""MultiPoint""}";v_parking.4250;4250;3301;Allée Léon Gambetta;35196;Mordelles;Parking usuel;;Public intercommunal;310;13;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1080;48.04011940263172, -1.6960804522520718;"{""coordinates"": [[-1.696080452252072, 48.04011940263172]], ""type"": ""MultiPoint""}";v_parking.4348;4348;1816;Rue d'Irlande;35066;Chartres-de-Bretagne;Parking usuel;;Public intercommunal;370;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1082;48.04105724429933, -1.706095123077258;"{""coordinates"": [[-1.706095123077258, 48.04105724429933]], ""type"": ""MultiPoint""}";v_parking.4350;4350;1877;Place René Cassin;35066;Chartres-de-Bretagne;Parking usuel;;Public intercommunal;1150;31;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
1097;48.040540292693784, -1.5408113390656553;"{""coordinates"": [[-1.540811339065655, 48.040540292693784]], ""type"": ""MultiPoint""}";v_parking.4497;4497;531;Rue des Charrons;35204;Nouvoitou;Parking usuel;;Public intercommunal;375;15;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
1103;48.043522327368684, -1.5448575420958852;"{""coordinates"": [[-1.544857542095885, 48.043522327368684]], ""type"": ""MultiPoint""}";v_parking.4515;4515;24291;Inconnu Mode doux non dénommé;35204;Nouvoitou;Parking usuel;;Public intercommunal;535;14;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1117;48.03790442594346, -1.6726410901085678;"{""coordinates"": [[-1.672641090108568, 48.03790442594346]], ""type"": ""MultiPoint""}";v_parking.4592;4592;2136;Rue Xavier Grall;35206;Noyal-Châtillon-sur-Seiche;Parking usuel;;Public intercommunal;280;13;Moins de 50 places;Non;Non;Absence de marquage horizontal;Dérogation économique (score < 5);Inférieur à 2°;Inférieur à 36 kWc;4;Non renseigné
1133;48.0212561262056, -1.652091139821371;"{""coordinates"": [[-1.652091139821371, 48.0212561262056]], ""type"": ""MultiPoint""}";v_parking.4677;4677;23871;Place du Four;35266;Saint-Erblon;Parking usuel;;Public intercommunal;75;6;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Ensoleillement insuffisant;0;Non renseigné
1135;48.0175385100768, -1.6579034078165125;"{""coordinates"": [[-1.657903407816512, 48.0175385100768]], ""type"": ""MultiPoint""}";v_parking.4687;4687;1297;Rue Angèle Vannier;35266;Saint-Erblon;Parking usuel;;Public intercommunal;425;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1139;47.99759312523122, -1.6636933680006147;"{""coordinates"": [[-1.663693368000615, 47.99759312523122]], ""type"": ""MultiPoint""}";v_parking.4722;4722;23850;Inconnu Voie non dénommée;35208;Orgères;Parking usuel;;Public intercommunal;270;9;Moins de 50 places;Non;Non;Absence de marquage horizontal;Dérogation enjeu biodiversité;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1169;48.159501895243004, -1.576236632408315;"{""coordinates"": [[-1.576236632408315, 48.159501895243004]], ""type"": ""MultiPoint""}";v_parking.4863;4863;7719;Rue Saint-Allouarn;35334;Thorigné-Fouillard;Parking usuel;Rue Saint-Allouarn;Public intercommunal;467;20;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1170;48.16023477563244, -1.5747366533328107;"{""coordinates"": [[-1.574736653332811, 48.16023477563244]], ""type"": ""MultiPoint""}";v_parking.4865;4865;7692;Rue Millig Ar Skanv dit Glenmor;35334;Thorigné-Fouillard;Parking usuel;Rue Millig Ar Skanv dit Glenmor;Public intercommunal;198;10;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1175;48.05107019498989, -1.6128361331322008;"{""coordinates"": [[-1.612836133132201, 48.05107019498989]], ""type"": ""MultiPoint""}";v_parking.4894;4894;883;Rue Louis Armstrong;35352;Vern-sur-Seiche;Parking usuel;;Public intercommunal;260;12;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1189;48.09336035523065, -1.6088754310612763;"{""coordinates"": [[-1.608875431061276, 48.09336035523065]], ""type"": ""MultiPoint""}";v_parking.4970;4970;24228;Inconnu Mode doux non dénommé;35055;Chantepie;Parking usuel;Rue Françoise Giroud;Public intercommunal;70;5;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
1197;48.083109860928474, -1.6099228502128262;"{""coordinates"": [[-1.609922850212826, 48.083109860928474]], ""type"": ""MultiPoint""}";v_parking.4992;4992;219;Allée des Marchées;35055;Chantepie;Parking usuel;Rue des Marchées;Public intercommunal;391;190;De 100 à 250 places;Non;Oui;;Dérogation enjeu biodiversité;Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
